sourcetype,scope,security_classification,security_relevance,data_models,vendor,description,expanded_desc,exclude,exclude_reason,reviewed_by,reviewed_date,provenance
tsc:api:metrics:server,operational,,none,Performance.All_Performance,Tenable,System performance metrics,Tenable.sc API metrics - performance/health metrics for the SC server component. Operational telemetry.,N,,AI Analysis,3/25/2026,human_curated
tsc:api:metrics:softwareupdate,operational,,none,Performance.All_Performance,Tenable,System performance metrics,Tenable.sc API metrics - per-call performance/health metrics for the /softwareUpdate endpoint. Operational telemetry.,N,,AI Analysis,3/25/2026,human_curated
tsc:api:metrics:status,operational,,none,Performance.All_Performance,Tenable,System performance metrics,Tenable.sc API metrics - per-call performance/health metrics for the /status endpoint. Operational telemetry.,N,,AI Analysis,3/25/2026,human_curated
tsc:api:metrics:user,operational,,none,Performance.All_Performance,Tenable,System performance metrics,Tenable.sc API metrics - per-call performance/health metrics for the /user endpoint. Operational telemetry.,N,,AI Analysis,3/25/2026,human_curated
threatconnect:event,security,TIP,high,Intrusion_Detection.IDS_Attacks,ThreatConnect,ThreatConnect threat intelligence,"ThreatConnect TIP event records - indicator, group, attribute, and analyst activity from the ThreatConnect platform. Feeds the Threat Intelligence framework.",N,,AI Analysis,3/25/2026,human_curated
TrendMicro,security,EPP,high,Malware.Malware_Operations,Trend Micro,Trend Micro antivirus logs,"Trend Micro endpoint and gateway security event log - antivirus, web reputation, behavior monitoring, and DLP events from Apex One/Deep Security/Apex Central.",N,,AI Analysis,3/25/2026,human_curated
tripwire,security,EPP,med,Change.All_Changes,Tripwire,Tripwire file integrity monitoring logs,"Tripwire file integrity monitoring agent log - file/directory change records: added, removed, modified, attribute change. Feeds the Change data model.",N,,AI Analysis,3/25/2026,human_curated
auth,security,IAM,high,"Authentication.Authentication, Change.All_Changes",Unix/Linux,Generic authentication logs,"Generic /var/log/auth.log Debian/Ubuntu authentication facility - SSHD, sudo, su, PAM events. Primary Authentication data model source on Debian-family systems.",N,,AI Analysis,3/25/2026,human_curated
syslog,security,,med,"Alerts.Alerts, Change.All_Changes, Intrusion_Detection.IDS_Attacks",Unix/Linux,Generic syslog messages,Generic syslog catch-all - the default sourcetype for unparsed UDP/TCP 514 traffic. Should typically be re-routed to vendor-specific sourcetypes via props/transforms.,N,,AI Analysis,3/25/2026,human_curated
Unix:ListeningPorts,operational,,low,,Unix/Linux,Unix system data (Unix:ListeningPorts),Splunk_TA_nix scripted input - inventory of listening TCP/UDP sockets per host. Critical for attack surface inventory and Network_Sessions data.,N,,AI Analysis,3/25/2026,human_curated
Unix:Service,operational,,low,,Unix/Linux,Unix system data (Unix:Service),Splunk_TA_nix scripted input - installed/enabled services snapshot from systemd or init. Feeds the Inventory data model.,N,,AI Analysis,3/25/2026,human_curated
Unix:SSHDConfig,operational,,low,,Unix/Linux,Unix system data (Unix:SSHDConfig),Splunk_TA_nix scripted input - sshd_config snapshot. Used for CIS benchmark and SSH hardening compliance reporting.,N,,AI Analysis,3/25/2026,human_curated
Unix:Update,operational,,low,Updates.All_Updates,Unix/Linux,Unix system update logs,Splunk_TA_nix scripted input - available/installed package update inventory across yum/dnf/apt/zypper. Feeds the Updates data model.,N,,AI Analysis,3/25/2026,human_curated
Unix:Version,operational,,low,,Unix/Linux,Unix system data (Unix:Version),"Splunk_TA_nix scripted input - OS, kernel, and platform version snapshot. Inventory data.",N,,AI Analysis,3/25/2026,human_curated
Unix:VSFTPDConfig,operational,,low,,Unix/Linux,Unix system data (Unix:VSFTPDConfig),Splunk_TA_nix scripted input - vsftpd FTP server configuration snapshot. Niche compliance/inventory use.,N,,AI Analysis,3/25/2026,human_curated
airwatch,operational,,med,"Inventory.Inventory, Authentication.Authentication",VMware,VMware Workspace ONE (AirWatch) logs,"VMware Workspace ONE UEM (formerly AirWatch) management events - device enrollment, policy state, compliance posture. MDM-grade telemetry.",N,,AI Analysis,3/25/2026,human_curated
carbonblack,security,EDR,high,"Endpoint.Processes, Malware.Malware_Operations",VMware,Carbon Black EDR logs,VMware Carbon Black (Cb Response/EDR/App Control) logs - endpoint process telemetry and detection events. Feeds Endpoint and Malware data models.,N,,AI Analysis,3/25/2026,human_curated
cloudhealth:assets:azure,operational,,low,Compute_Inventory.All_Inventory,VMware,CloudHealth Azure asset inventory,"VMware Aria Cost (CloudHealth) asset inventory data for Azure subscriptions covering VMs, storage accounts, network resources, tags, and cost-attribution metadata.",N,,AI Analysis,5/27/2026,human_curated
cloudhealth:assets:gcp,operational,,low,Compute_Inventory.All_Inventory,VMware,CloudHealth GCP asset inventory,"VMware Aria Cost (CloudHealth) asset inventory data for Google Cloud projects covering compute, storage, network resources, labels, and cost-attribution metadata.",N,,AI Analysis,5/27/2026,human_curated
vmware:esxi,operational,,low,"Authentication.Authentication, Change.All_Changes",VMware,VMware ESXi host syslog,"VMware ESXi hypervisor syslog - hostd, vmkernel, vpxa, fdm, and other ESXi component messages. Operational core source with audit-trail security relevance.",N,,MDI Reference,4/3/2026,human_curated
vmware:horizon,"security,operational",,med,"Authentication.Authentication, Network_Sessions.All_Sessions",VMware,VMware Horizon VDI logs,"VMware Horizon VDI logs - connection broker, agent, and security server events including user session connects and authentication.",N,,MDI Reference,4/3/2026,human_curated
vmware:nsx,"security,operational",FW,med,"Network_Traffic.All_Traffic, Change.All_Changes",VMware,VMware NSX network logs,"VMware NSX network virtualization log umbrella - manager, controller, and edge messages from NSX-T / NSX Data Center. Operational with security overlap.",N,,MDI Reference,4/3/2026,human_curated
vmware:nsx:firewall,security,FW,high,Network_Traffic.All_Traffic,VMware,VMware NSX distributed firewall,VMware NSX Distributed Firewall log - east-west micro-segmentation firewall hits on the hypervisor data plane. Feeds Network_Traffic.All_Traffic.,N,,MDI Reference,4/3/2026,human_curated
vmware:vcenter,operational,,low,"Change.All_Changes, Authentication.Authentication",VMware,VMware vCenter server logs,VMware vCenter Server log catch-all - VPXD and platform service component messages. Operational core source for VMware control plane.,N,,MDI Reference,4/3/2026,human_curated
vmware:vcenter:events,operational,,low,Change.All_Changes,VMware,VMware vCenter event stream,"VMware vCenter event stream - user-visible task and event objects (vMotion, snapshot, login, permission change). Feeds Change and Authentication data models.",N,,MDI Reference,4/3/2026,human_curated
vmware:vsphere:events,operational,,low,Change.All_Changes,VMware,VMware vSphere event logs,VMware vSphere event log produced by the Splunk Add-on for VMware - normalized control-plane events from vCenter / ESXi. Similar payload to vmware:vcenter:events.,N,,MDI Reference,4/3/2026,human_curated
vmware-vgauthsvc.log,security,IAM,high,Authentication.Authentication,VMware,Authentication logs (vmware-vgauthsvc.log),"VMware Tools guest VGAuth service log on a Windows or Linux guest - guest-to-host authentication broker activity. Operational diagnostic, with weak Auth relevance.",N,,AI Analysis,3/25/2026,human_curated
vmware-vmtoolsd-root,operational,,low,,VMware,VMware Tools daemon logs,"VMware Tools daemon (vmtoolsd) log running as root on a guest - guest-host integration messages: heartbeats, customization, quiesce.",N,,AI Analysis,3/25/2026,human_curated
watchguard,security,NGFW,high,"Network_Traffic.All_Traffic, Intrusion_Detection.IDS_Attacks",WatchGuard,WatchGuard firewall logs,"WatchGuard Firebox NGFW syslog - traffic, IPS, AV, application control events. Feeds Network_Traffic, IDS data models.",N,,AI Analysis,3/25/2026,human_curated
wazuh,security,EDR,high,"Intrusion_Detection.IDS_Attacks, Alerts.Alerts",Wazuh,Wazuh security monitoring logs,"Wazuh (OSSEC fork) HIDS event log - same agent capabilities (log analysis, FIM, vulnerability detection, cloud) plus added compliance modules.",N,,AI Analysis,3/25/2026,human_curated
tshark,security,,med,Network_Traffic.All_Traffic,Wireshark,TShark packet capture data,Wireshark tshark command-line capture output - per-packet decode rendered as text or JSON. Forensic packet analysis input.,N,,AI Analysis,3/25/2026,human_curated
wireshark,security,,med,Network_Traffic.All_Traffic,Wireshark,Wireshark packet capture data,Wireshark capture metadata or output - protocol decode similar to tshark with GUI-derived export formats.,N,,AI Analysis,3/25/2026,human_curated
yubikey,security,MFA,high,Authentication.Authentication,Yubico,YubiKey authentication logs,"Yubico YubiKey authentication events - OTP validation, FIDO2/WebAuthn assertions, and OTP server activity. MFA Authentication data model contributor.",N,,AI Analysis,3/25/2026,human_curated
zabbix:server,operational,,none,"Alerts.Alerts, Performance.All_Performance",Zabbix,Zabbix server events,"Zabbix server event log - operational engine messages: poller activity, trigger evaluation, escalation, housekeeper status.",N,,MDI Reference,4/3/2026,human_curated
bro,security,IDS,high,"Intrusion_Detection.IDS_Attacks, Network_Traffic.All_Traffic",Zeek,Bro (Zeek) network security monitor logs,"Bro / Zeek log umbrella - conn/dns/http/ssl/files/notice and other per-protocol files. Feeds Network_Traffic, Network_Resolution, Web, IDS data models.",N,,AI Analysis,3/25/2026,human_curated
zeek,security,IDS,high,"Intrusion_Detection.IDS_Attacks, Network_Traffic.All_Traffic",Zeek,Zeek network security monitor logs,"Zeek (formerly Bro) per-protocol logs - conn.log, dns.log, ssl.log, http.log, files.log, notice.log etc. Foundational NSM data feeding multiple CIM data models.",N,,AI Analysis,3/25/2026,human_curated
zoom,operational,,low,Authentication.Authentication,Zoom,Zoom video conferencing logs,"Zoom video conferencing platform log - meeting participation, recording, admin, and login events from the Zoom Reports/Audit API.",N,,AI Analysis,3/25/2026,human_curated
zscaler,security,SWG,high,"Web.Proxy, Network_Traffic.All_Traffic",Zscaler,Zscaler secure web gateway logs,"Zscaler Internet Access / Private Access NSS log - per-request URL category, threat verdict, application, and user. Feeds Web and Network_Traffic data models.",N,,AI Analysis,3/25/2026,human_curated
access_log,security,,med,Web.Web,,Web/SSL access logs,Generic web/SSL access log catch-all - should be routed to apache:access / nginx:access / iis as appropriate. Feeds the Web data model when properly typed.,N,,AI Analysis,3/25/2026,human_curated
appservice,operational,,med,Alerts.Alerts,,Application service alerts,Generic application service alert/event sourcetype - vendor varies. CIM mapping depends on payload.,N,,AI Analysis,3/25/2026,human_curated
apt_history,security,,med,Endpoint.Processes,,Command history logs,APT command history log - the human-readable record of apt invocations independent of the structured apt log. Forensic evidence of admin package operations.,N,,AI Analysis,3/25/2026,human_curated
bandwidth,operational,,none,Performance.All_Performance,,System performance metrics,Generic bandwidth metric stream - per-interface throughput data captured by scripted inputs. Performance telemetry only.,N,,AI Analysis,3/25/2026,human_curated
bash_history,security,,med,Endpoint.Processes,,Command history logs,Per-user shell command history (.bash_history) - timestamped command line entries when HISTTIMEFORMAT is set. Forensic source for interactive activity reconstruction.,N,,AI Analysis,3/25/2026,human_curated
cdpcli,operational,,low,,,CDP CLI logs,Cloudera Data Platform CLI command output - operational logs from cdpcli interactions with the CDP control plane.,N,,AI Analysis,3/25/2026,human_curated
cloud-init,operational,,low,,,Infrastructure logs (cloud-init),"Linux cloud-init agent log on cloud VMs - first-boot configuration, user data execution, module run status. Operational provisioning evidence.",N,,AI Analysis,3/25/2026,human_curated
cloud-init-output,operational,,low,,,Cloud-init bootstrap output log,"Cloud-init bootstrap output log written during cloud instance initialization (AWS EC2, Azure, GCP, etc.). Captures user-data script execution, network setup, package installation, and module run results.",N,,AI Analysis,5/27/2026,human_curated
